year,week,region,loc,state,number,population,incidence_ratio
1928,1,South,2,AL,0,2640000,0
1928,2,South,2,AL,0,2640000,0
1928,3,South,2,AL,1,2640000,0.04
1928,4,South,2,AL,0,2640000,0
1928,5,South,2,AL,0,2640000,0
1928,6,South,2,AL,0,2640000,0
1928,7,South,2,AL,2,2640000,0.08
1928,8,South,2,AL,3,2640000,0.11
1928,9,South,2,AL,0,2640000,0
1928,10,South,2,AL,0,2640000,0
1928,11,South,2,AL,1,2640000,0.04
1928,12,South,2,AL,1,2640000,0.04
1928,13,South,2,AL,0,2640000,0
1928,14,South,2,AL,0,2640000,0
1928,15,South,2,AL,2,2640000,0.08
1928,16,South,2,AL,2,2640000,0.08
1928,17,South,2,AL,0,2640000,0
1928,18,South,2,AL,0,2640000,0
1928,19,South,2,AL,3,2640000,0.11
1928,20,South,2,AL,1,2640000,0.04
1928,21,South,2,AL,0,2640000,0
1928,22,South,2,AL,1,2640000,0.04
1928,23,South,2,AL,0,2640000,0
1928,24,South,2,AL,0,2640000,0
1928,25,South,2,AL,0,2640000,0
1928,26,South,2,AL,1,2640000,0.04
1928,27,South,2,AL,2,2640000,0.08
1928,28,South,2,AL,1,2640000,0.04
1928,29,South,2,AL,1,2640000,0.04
1928,30,South,2,AL,2,2640000,0.08
1928,31,South,2,AL,1,2640000,0.04
1928,32,South,2,AL,2,2640000,0.08
1928,33,South,2,AL,1,2640000,0.04
1928,34,South,2,AL,0,2640000,0
1928,35,South,2,AL,1,2640000,0.04
1928,36,South,2,AL,1,2640000,0.04
1928,37,South,2,AL,3,2640000,0.11
1928,38,South,2,AL,3,2640000,0.11
1928,39,South,2,AL,4,2640000,0.15
1928,40,South,2,AL,6,2640000,0.23
1928,41,South,2,AL,5,2640000,0.19
1928,42,South,2,AL,0,2640000,0
1928,43,South,2,AL,3,2640000,0.11
1928,44,South,2,AL,2,2640000,0.08
1928,45,South,2,AL,4,2640000,0.15
1928,46,South,2,AL,0,2640000,0
1928,47,South,2,AL,0,2640000,0
1928,48,South,2,AL,0,2640000,0
1928,49,South,2,AL,0,2640000,0
1928,50,South,2,AL,0,2640000,0
1928,51,South,2,AL,2,2640000,0.08
1928,52,South,2,AL,0,2640000,0
1929,1,South,2,AL,0,2644000,0
1929,2,South,2,AL,0,2644000,0
1929,3,South,2,AL,0,2644000,0
1929,4,South,2,AL,0,2644000,0
1929,5,South,2,AL,0,2644000,0
1929,6,South,2,AL,0,2644000,0
1929,7,South,2,AL,0,2644000,0
1929,8,South,2,AL,4,2644000,0.15
1929,9,South,2,AL,1,2644000,0.04
1929,10,South,2,AL,0,2644000,0
1929,11,South,2,AL,0,2644000,0
1929,12,South,2,AL,1,2644000,0.04
1929,13,South,2,AL,1,2644000,0.04
1929,14,South,2,AL,0,2644000,0
1929,15,South,2,AL,1,2644000,0.04
1929,16,South,2,AL,0,2644000,0
1929,17,South,2,AL,3,2644000,0.11
1929,18,South,2,AL,0,2644000,0
1929,19,South,2,AL,0,2644000,0
1929,20,South,2,AL,1,2644000,0.04
1929,21,South,2,AL,1,2644000,0.04
1929,22,South,2,AL,0,2644000,0
1929,23,South,2,AL,1,2644000,0.04
1929,24,South,2,AL,2,2644000,0.08
1929,25,South,2,AL,2,2644000,0.08
1929,26,South,2,AL,3,2644000,0.11
1929,27,South,2,AL,2,2644000,0.08
1929,28,South,2,AL,1,2644000,0.04
1929,29,South,2,AL,2,2644000,0.08
1929,30,South,2,AL,0,2644000,0
1929,31,South,2,AL,0,2644000,0
1929,32,South,2,AL,2,2644000,0.08
1929,33,South,2,AL,3,2644000,0.11
1929,34,South,2,AL,0,2644000,0
1929,35,South,2,AL,1,2644000,0.04
1929,36,South,2,AL,8,2644000,0.3
1929,37,South,2,AL,2,2644000,0.08
1929,38,South,2,AL,3,2644000,0.11
1929,39,South,2,AL,2,2644000,0.08
1929,40,South,2,AL,1,2644000,0.04
1929,41,South,2,AL,1,2644000,0.04
1929,42,South,2,AL,2,2644000,0.08
1929,43,South,2,AL,2,2644000,0.08
1929,44,South,2,AL,0,2644000,0
1929,45,South,2,AL,1,2644000,0.04
1929,46,South,2,AL,2,2644000,0.08
1929,47,South,2,AL,0,2644000,0
1929,48,South,2,AL,0,2644000,0
1929,49,South,2,AL,1,2644000,0.04
1929,50,South,2,AL,0,2644000,0
1929,51,South,2,AL,1,2644000,0.04
1929,52,South,2,AL,0,2644000,0
1930,1,South,2,AL,0,2647000,0
1930,3,South,2,AL,1,2647000,0.04
1930,4,South,2,AL,2,2647000,0.08
1930,5,South,2,AL,0,2647000,0
1930,6,South,2,AL,0,2647000,0
1930,7,South,2,AL,2,2647000,0.08
1930,8,South,2,AL,1,2647000,0.04
1930,9,South,2,AL,0,2647000,0
1930,10,South,2,AL,0,2647000,0
1930,11,South,2,AL,0,2647000,0
1930,12,South,2,AL,1,2647000,0.04
1930,13,South,2,AL,0,2647000,0
1930,14,South,2,AL,0,2647000,0
1930,15,South,2,AL,0,2647000,0
1930,16,South,2,AL,0,2647000,0
1930,17,South,2,AL,0,2647000,0
1930,18,South,2,AL,0,2647000,0
1930,19,South,2,AL,0,2647000,0
1930,20,South,2,AL,0,2647000,0
1930,21,South,2,AL,2,2647000,0.08
1930,22,South,2,AL,1,2647000,0.04
1930,23,South,2,AL,2,2647000,0.08
1930,24,South,2,AL,0,2647000,0
1930,25,South,2,AL,5,2647000,0.19
1930,26,South,2,AL,2,2647000,0.08
1930,27,South,2,AL,0,2647000,0
1930,28,South,2,AL,3,2647000,0.11
1930,29,South,2,AL,1,2647000,0.04
1930,30,South,2,AL,2,2647000,0.08
1930,31,South,2,AL,2,2647000,0.08
1930,32,South,2,AL,0,2647000,0
1930,33,South,2,AL,0,2647000,0
1930,34,South,2,AL,1,2647000,0.04
1930,35,South,2,AL,3,2647000,0.11
1930,36,South,2,AL,3,2647000,0.11
1930,37,South,2,AL,0,2647000,0
1930,38,South,2,AL,1,2647000,0.04
1930,39,South,2,AL,1,2647000,0.04
1930,40,South,2,AL,4,2647000,0.15
1930,41,South,2,AL,3,2647000,0.11
1930,42,South,2,AL,2,2647000,0.08
1930,43,South,2,AL,1,2647000,0.04
1930,44,South,2,AL,8,2647000,0.3
1930,45,South,2,AL,3,2647000,0.11
1930,46,South,2,AL,3,2647000,0.11
1930,47,South,2,AL,2,2647000,0.08
1930,48,South,2,AL,3,2647000,0.11
1930,49,South,2,AL,0,2647000,0
1930,50,South,2,AL,0,2647000,0
1930,51,South,2,AL,0,2647000,0
1930,52,South,2,AL,2,2647000,0.08
1931,1,South,2,AL,0,2649000,0
1931,2,South,2,AL,0,2649000,0
1931,3,South,2,AL,3,2649000,0.11
1931,4,South,2,AL,0,2649000,0
1931,5,South,2,AL,0,2649000,0
1931,6,South,2,AL,0,2649000,0
1931,7,South,2,AL,3,2649000,0.11
1931,8,South,2,AL,0,2649000,0
1931,9,South,2,AL,1,2649000,0.04
1931,10,South,2,AL,0,2649000,0
1931,11,South,2,AL,1,2649000,0.04
1931,12,South,2,AL,0,2649000,0
1931,13,South,2,AL,0,2649000,0
1931,14,South,2,AL,0,2649000,0
1931,15,South,2,AL,0,2649000,0
1931,16,South,2,AL,0,2649000,0
1931,17,South,2,AL,0,2649000,0
1931,18,South,2,AL,1,2649000,0.04
1931,19,South,2,AL,4,2649000,0.15
1931,20,South,2,AL,1,2649000,0.04
1931,21,South,2,AL,0,2649000,0
1931,22,South,2,AL,1,2649000,0.04
1931,23,South,2,AL,1,2649000,0.04
1931,24,South,2,AL,1,2649000,0.04
1931,25,South,2,AL,1,2649000,0.04
1931,26,South,2,AL,0,2649000,0
1931,27,South,2,AL,4,2649000,0.15
1931,28,South,2,AL,1,2649000,0.04
1931,29,South,2,AL,1,2649000,0.04
1931,30,South,2,AL,0,2649000,0
1931,31,South,2,AL,0,2649000,0
1931,32,South,2,AL,0,2649000,0
1931,33,South,2,AL,4,2649000,0.15
1931,34,South,2,AL,0,2649000,0
1931,35,South,2,AL,4,2649000,0.15
1931,36,South,2,AL,4,2649000,0.15
1931,37,South,2,AL,1,2649000,0.04
1931,38,South,2,AL,1,2649000,0.04
1931,39,South,2,AL,0,2649000,0
1931,40,South,2,AL,0,2649000,0
1931,41,South,2,AL,0,2649000,0
1931,42,South,2,AL,0,2649000,0
1931,43,South,2,AL,1,2649000,0.04
1931,44,South,2,AL,0,2649000,0
1931,45,South,2,AL,2,2649000,0.08
1931,46,South,2,AL,1,2649000,0.04
1931,47,South,2,AL,1,2649000,0.04
1931,48,South,2,AL,1,2649000,0.04
1931,49,South,2,AL,8,2649000,0.3
1931,50,South,2,AL,2,2649000,0.08
1931,51,South,2,AL,0,2649000,0
1931,52,South,2,AL,0,2649000,0
1932,1,South,2,AL,2,2653000,0.08
1932,2,South,2,AL,0,2653000,0
1932,3,South,2,AL,2,2653000,0.08
1932,4,South,2,AL,0,2653000,0
1932,5,South,2,AL,1,2653000,0.04
1932,6,South,2,AL,2,2653000,0.08
1932,7,South,2,AL,1,2653000,0.04
1932,8,South,2,AL,0,2653000,0
1932,9,South,2,AL,0,2653000,0
1932,10,South,2,AL,0,2653000,0
1932,11,South,2,AL,0,2653000,0
1932,12,South,2,AL,0,2653000,0
1932,13,South,2,AL,0,2653000,0
1932,14,South,2,AL,0,2653000,0
1932,15,South,2,AL,1,2653000,0.04
1932,16,South,2,AL,1,2653000,0.04
1932,17,South,2,AL,0,2653000,0
1932,18,South,2,AL,0,2653000,0
1932,19,South,2,AL,1,2653000,0.04
1932,20,South,2,AL,0,2653000,0
1932,21,South,2,AL,0,2653000,0
1932,22,South,2,AL,0,2653000,0
1932,23,South,2,AL,0,2653000,0
1932,24,South,2,AL,0,2653000,0
1932,25,South,2,AL,0,2653000,0
1932,26,South,2,AL,0,2653000,0
1932,27,South,2,AL,1,2653000,0.04
1932,28,South,2,AL,1,2653000,0.04
1932,29,South,2,AL,1,2653000,0.04
1932,30,South,2,AL,0,2653000,0
1932,31,South,2,AL,3,2653000,0.11
1932,32,South,2,AL,0,2653000,0
1932,33,South,2,AL,0,2653000,0
1932,34,South,2,AL,1,2653000,0.04
1932,35,South,2,AL,5,2653000,0.19
1932,36,South,2,AL,0,2653000,0
1932,37,South,2,AL,0,2653000,0
1932,38,South,2,AL,2,2653000,0.08
1932,39,South,2,AL,1,2653000,0.04
1932,40,South,2,AL,2,2653000,0.08
1932,41,South,2,AL,2,2653000,0.08
1932,42,South,2,AL,0,2653000,0
1932,43,South,2,AL,1,2653000,0.04
1932,44,South,2,AL,0,2653000,0
1932,45,South,2,AL,1,2653000,0.04
1932,46,South,2,AL,0,2653000,0
1932,47,South,2,AL,1,2653000,0.04
1932,48,South,2,AL,0,2653000,0
1932,49,South,2,AL,2,2653000,0.08
1932,50,South,2,AL,0,2653000,0
1932,51,South,2,AL,0,2653000,0
1932,52,South,2,AL,0,2653000,0
1933,1,South,2,AL,0,2661000,0
1933,2,South,2,AL,1,2661000,0.04
1933,3,South,2,AL,2,2661000,0.08
1933,4,South,2,AL,2,2661000,0.08
1933,5,South,2,AL,0,2661000,0
1933,6,South,2,AL,2,2661000,0.08
1933,7,South,2,AL,0,2661000,0
1933,8,South,2,AL,0,2661000,0
1933,9,South,2,AL,0,2661000,0
1933,10,South,2,AL,0,2661000,0
1933,11,South,2,AL,0,2661000,0
1933,12,South,2,AL,1,2661000,0.04
1933,13,South,2,AL,0,2661000,0
1933,14,South,2,AL,0,2661000,0
1933,15,South,2,AL,1,2661000,0.04
1933,16,South,2,AL,1,2661000,0.04
1933,17,South,2,AL,0,2661000,0
1933,18,South,2,AL,0,2661000,0
1933,19,South,2,AL,0,2661000,0
1933,20,South,2,AL,1,2661000,0.04
1933,21,South,2,AL,0,2661000,0
1933,22,South,2,AL,1,2661000,0.04
1933,23,South,2,AL,0,2661000,0
1933,24,South,2,AL,1,2661000,0.04
1933,25,South,2,AL,0,2661000,0
1933,26,South,2,AL,0,2661000,0
1933,27,South,2,AL,0,2661000,0
1933,28,South,2,AL,0,2661000,0
1933,29,South,2,AL,1,2661000,0.04
1933,30,South,2,AL,0,2661000,0
1933,31,South,2,AL,0,2661000,0
1933,32,South,2,AL,1,2661000,0.04
1933,33,South,2,AL,0,2661000,0
1933,34,South,2,AL,0,2661000,0
1933,35,South,2,AL,1,2661000,0.04
1933,36,South,2,AL,2,2661000,0.08
1933,37,South,2,AL,1,2661000,0.04
1933,38,South,2,AL,0,2661000,0
1933,39,South,2,AL,2,2661000,0.08
1933,40,South,2,AL,0,2661000,0
1933,41,South,2,AL,0,2661000,0
1933,42,South,2,AL,0,2661000,0
1933,43,South,2,AL,1,2661000,0.04
1933,44,South,2,AL,1,2661000,0.04
1933,45,South,2,AL,0,2661000,0
1933,46,South,2,AL,0,2661000,0
1933,47,South,2,AL,2,2661000,0.08
1933,48,South,2,AL,2,2661000,0.08
1933,49,South,2,AL,0,2661000,0
1933,50,South,2,AL,1,2661000,0.04
1933,51,South,2,AL,0,2661000,0
1933,52,South,2,AL,0,2661000,0
1934,1,South,2,AL,0,2685000,0
1934,2,South,2,AL,1,2685000,0.04
1934,3,South,2,AL,1,2685000,0.04
1934,4,South,2,AL,1,2685000,0.04
1934,5,South,2,AL,0,2685000,0
1934,6,South,2,AL,0,2685000,0
1934,7,South,2,AL,1,2685000,0.04
1934,8,South,2,AL,0,2685000,0
1934,9,South,2,AL,0,2685000,0
1934,10,South,2,AL,0,2685000,0
1934,11,South,2,AL,1,2685000,0.04
1934,12,South,2,AL,0,2685000,0
1934,13,South,2,AL,1,2685000,0.04
1934,14,South,2,AL,0,2685000,0
1934,15,South,2,AL,0,2685000,0
1934,16,South,2,AL,0,2685000,0
1934,17,South,2,AL,0,2685000,0
1934,18,South,2,AL,0,2685000,0
1934,19,South,2,AL,0,2685000,0
1934,20,South,2,AL,0,2685000,0
1934,21,South,2,AL,1,2685000,0.04
1934,22,South,2,AL,0,2685000,0
1934,23,South,2,AL,0,2685000,0
1934,24,South,2,AL,0,2685000,0
1934,25,South,2,AL,5,2685000,0.19
1934,26,South,2,AL,0,2685000,0
1934,27,South,2,AL,0,2685000,0
1934,28,South,2,AL,1,2685000,0.04
1934,29,South,2,AL,1,2685000,0.04
1934,30,South,2,AL,2,2685000,0.07
1934,31,South,2,AL,5,2685000,0.19
1934,32,South,2,AL,3,2685000,0.11
1934,33,South,2,AL,2,2685000,0.07
1934,34,South,2,AL,5,2685000,0.19
1934,35,South,2,AL,4,2685000,0.15
1934,36,South,2,AL,1,2685000,0.04
1934,37,South,2,AL,2,2685000,0.07
1934,38,South,2,AL,2,2685000,0.07
1934,39,South,2,AL,1,2685000,0.04
1934,40,South,2,AL,0,2685000,0
1934,41,South,2,AL,1,2685000,0.04
1934,42,South,2,AL,1,2685000,0.04
1934,43,South,2,AL,3,2685000,0.11
1934,44,South,2,AL,0,2685000,0
1934,45,South,2,AL,1,2685000,0.04
1934,46,South,2,AL,0,2685000,0
1934,47,South,2,AL,2,2685000,0.07
1934,48,South,2,AL,0,2685000,0
1934,49,South,2,AL,1,2685000,0.04
1934,50,South,2,AL,0,2685000,0
1934,51,South,2,AL,0,2685000,0
1934,52,South,2,AL,0,2685000,0
1935,1,South,2,AL,1,2719000,0.04
1935,2,South,2,AL,0,2719000,0
1935,3,South,2,AL,0,2719000,0
1935,4,South,2,AL,2,2719000,0.07
1935,5,South,2,AL,0,2719000,0
1935,6,South,2,AL,1,2719000,0.04
1935,7,South,2,AL,1,2719000,0.04
1935,8,South,2,AL,1,2719000,0.04
1935,9,South,2,AL,1,2719000,0.04
1935,10,South,2,AL,0,2719000,0
1935,11,South,2,AL,0,2719000,0
1935,12,South,2,AL,0,2719000,0
1935,13,South,2,AL,0,2719000,0
1935,14,South,2,AL,0,2719000,0
1935,15,South,2,AL,0,2719000,0
1935,16,South,2,AL,0,2719000,0
1935,17,South,2,AL,2,2719000,0.07
1935,18,South,2,AL,0,2719000,0
1935,19,South,2,AL,1,2719000,0.04
1935,20,South,2,AL,0,2719000,0
1935,21,South,2,AL,1,2719000,0.04
1935,22,South,2,AL,2,2719000,0.07
1935,23,South,2,AL,1,2719000,0.04
1935,24,South,2,AL,2,2719000,0.07
1935,25,South,2,AL,0,2719000,0
1935,26,South,2,AL,5,2719000,0.18
1935,27,South,2,AL,2,2719000,0.07
1935,28,South,2,AL,6,2719000,0.22
1935,29,South,2,AL,3,2719000,0.11
1935,30,South,2,AL,4,2719000,0.15
1935,31,South,2,AL,1,2719000,0.04
1935,32,South,2,AL,1,2719000,0.04
1935,33,South,2,AL,2,2719000,0.07
1935,34,South,2,AL,1,2719000,0.04
1935,35,South,2,AL,4,2719000,0.15
1935,36,South,2,AL,2,2719000,0.07
1935,37,South,2,AL,1,2719000,0.04
1935,38,South,2,AL,0,2719000,0
1935,39,South,2,AL,1,2719000,0.04
1935,40,South,2,AL,0,2719000,0
1935,41,South,2,AL,1,2719000,0.04
1935,42,South,2,AL,1,2719000,0.04
1935,43,South,2,AL,1,2719000,0.04
1935,44,South,2,AL,1,2719000,0.04
1935,45,South,2,AL,0,2719000,0
1935,46,South,2,AL,2,2719000,0.07
1935,47,South,2,AL,0,2719000,0
1935,48,South,2,AL,2,2719000,0.07
1935,49,South,2,AL,0,2719000,0
1935,50,South,2,AL,0,2719000,0
1935,51,South,2,AL,0,2719000,0
1935,52,South,2,AL,4,2719000,0.15
1936,1,South,2,AL,0,2743000,0
1936,2,South,2,AL,0,2743000,0
1936,3,South,2,AL,0,2743000,0
1936,4,South,2,AL,3,2743000,0.11
1936,5,South,2,AL,1,2743000,0.04
1936,6,South,2,AL,1,2743000,0.04
1936,7,South,2,AL,1,2743000,0.04
1936,8,South,2,AL,0,2743000,0
1936,9,South,2,AL,3,2743000,0.11
1936,10,South,2,AL,1,2743000,0.04
1936,11,South,2,AL,1,2743000,0.04
1936,12,South,2,AL,0,2743000,0
1936,13,South,2,AL,0,2743000,0
1936,14,South,2,AL,0,2743000,0
1936,15,South,2,AL,0,2743000,0
1936,16,South,2,AL,0,2743000,0
1936,17,South,2,AL,1,2743000,0.04
1936,18,South,2,AL,0,2743000,0
1936,19,South,2,AL,0,2743000,0
1936,20,South,2,AL,0,2743000,0
1936,21,South,2,AL,0,2743000,0
1936,22,South,2,AL,0,2743000,0
1936,23,South,2,AL,0,2743000,0
1936,24,South,2,AL,1,2743000,0.04
1936,25,South,2,AL,9,2743000,0.33
1936,26,South,2,AL,7,2743000,0.26
1936,27,South,2,AL,36,2743000,1.31
1936,28,South,2,AL,82,2743000,2.99
1936,29,South,2,AL,35,2743000,1.28
1936,30,South,2,AL,39,2743000,1.42
1936,31,South,2,AL,29,2743000,1.06
1936,32,South,2,AL,26,2743000,0.95
1936,33,South,2,AL,22,2743000,0.8
1936,34,South,2,AL,21,2743000,0.77
1936,35,South,2,AL,16,2743000,0.58
1936,36,South,2,AL,5,2743000,0.18
1936,37,South,2,AL,15,2743000,0.55
1936,38,South,2,AL,13,2743000,0.47
1936,39,South,2,AL,6,2743000,0.22
1936,40,South,2,AL,6,2743000,0.22
1936,41,South,2,AL,9,2743000,0.33
1936,42,South,2,AL,5,2743000,0.18
1936,43,South,2,AL,1,2743000,0.04
1936,44,South,2,AL,10,2743000,0.36
1936,45,South,2,AL,2,2743000,0.07
1936,46,South,2,AL,1,2743000,0.04
1936,47,South,2,AL,4,2743000,0.15
1936,48,South,2,AL,0,2743000,0
1936,49,South,2,AL,3,2743000,0.11
1936,50,South,2,AL,1,2743000,0.04
1936,51,South,2,AL,3,2743000,0.11
1936,52,South,2,AL,1,2743000,0.04
1937,1,South,2,AL,0,2762000,0
1937,2,South,2,AL,0,2762000,0
1937,3,South,2,AL,1,2762000,0.04
1937,4,South,2,AL,0,2762000,0
1937,5,South,2,AL,0,2762000,0
1937,6,South,2,AL,1,2762000,0.04
1937,7,South,2,AL,0,2762000,0
1937,8,South,2,AL,2,2762000,0.07
1937,9,South,2,AL,0,2762000,0
1937,10,South,2,AL,2,2762000,0.07
1937,11,South,2,AL,0,2762000,0
1937,12,South,2,AL,2,2762000,0.07
1937,13,South,2,AL,0,2762000,0
1937,14,South,2,AL,1,2762000,0.04
1937,15,South,2,AL,1,2762000,0.04
1937,16,South,2,AL,0,2762000,0
1937,17,South,2,AL,0,2762000,0
1937,18,South,2,AL,1,2762000,0.04
1937,19,South,2,AL,1,2762000,0.04
1937,20,South,2,AL,0,2762000,0
1937,21,South,2,AL,1,2762000,0.04
1937,22,South,2,AL,0,2762000,0
1937,23,South,2,AL,1,2762000,0.04
1937,24,South,2,AL,4,2762000,0.14
1937,25,South,2,AL,5,2762000,0.18
1937,26,South,2,AL,2,2762000,0.07
1937,27,South,2,AL,4,2762000,0.14
1937,28,South,2,AL,1,2762000,0.04
1937,29,South,2,AL,1,2762000,0.04
1937,30,South,2,AL,1,2762000,0.04
1937,31,South,2,AL,3,2762000,0.11
1937,32,South,2,AL,4,2762000,0.14
1937,33,South,2,AL,2,2762000,0.07
1937,34,South,2,AL,4,2762000,0.14
1937,35,South,2,AL,5,2762000,0.18
1937,36,South,2,AL,7,2762000,0.25
1937,37,South,2,AL,3,2762000,0.11
1937,38,South,2,AL,1,2762000,0.04
1937,39,South,2,AL,1,2762000,0.04
1937,40,South,2,AL,3,2762000,0.11
1937,41,South,2,AL,2,2762000,0.07
1937,42,South,2,AL,1,2762000,0.04
1937,43,South,2,AL,3,2762000,0.11
1937,44,South,2,AL,0,2762000,0
1937,45,South,2,AL,1,2762000,0.04
1937,46,South,2,AL,3,2762000,0.11
1937,47,South,2,AL,2,2762000,0.07
1937,48,South,2,AL,4,2762000,0.14
1937,49,South,2,AL,0,2762000,0
1937,50,South,2,AL,1,2762000,0.04
1937,51,South,2,AL,1,2762000,0.04
1937,52,South,2,AL,1,2762000,0.04
1938,1,South,2,AL,0,2787000,0
1938,2,South,2,AL,1,2787000,0.04
1938,3,South,2,AL,2,2787000,0.07
1938,4,South,2,AL,1,2787000,0.04
1938,5,South,2,AL,0,2787000,0
1938,6,South,2,AL,0,2787000,0
1938,7,South,2,AL,0,2787000,0
1938,8,South,2,AL,2,2787000,0.07
1938,9,South,2,AL,1,2787000,0.04
1938,10,South,2,AL,1,2787000,0.04
1938,11,South,2,AL,1,2787000,0.04
1938,12,South,2,AL,1,2787000,0.04
1938,13,South,2,AL,0,2787000,0
1938,14,South,2,AL,0,2787000,0
1938,15,South,2,AL,1,2787000,0.04
1938,16,South,2,AL,0,2787000,0
1938,17,South,2,AL,1,2787000,0.04
1938,18,South,2,AL,1,2787000,0.04
1938,19,South,2,AL,1,2787000,0.04
1938,20,South,2,AL,1,2787000,0.04
1938,21,South,2,AL,2,2787000,0.07
1938,22,South,2,AL,1,2787000,0.04
1938,23,South,2,AL,2,2787000,0.07
1938,24,South,2,AL,3,2787000,0.11
1938,25,South,2,AL,6,2787000,0.22
1938,26,South,2,AL,4,2787000,0.13
1938,27,South,2,AL,5,2787000,0.18
1938,28,South,2,AL,2,2787000,0.07
1938,29,South,2,AL,1,2787000,0.04
1938,30,South,2,AL,4,2787000,0.14
1938,32,South,2,AL,3,2787000,0.11
1938,33,South,2,AL,3,2787000,0.11
1938,35,South,2,AL,4,2787000,0.13
1938,36,South,2,AL,6,2787000,0.2
1938,37,South,2,AL,5,2787000,0.18
1938,38,South,2,AL,4,2787000,0.14
1938,39,South,2,AL,4,2787000,0.14
1938,40,South,2,AL,2,2787000,0.07
1938,41,South,2,AL,1,2787000,0.04
1938,42,South,2,AL,2,2787000,0.05
1938,43,South,2,AL,3,2787000,0.11
1938,44,South,2,AL,1,2787000,0.02
1938,45,South,2,AL,0,2787000,0
1938,46,South,2,AL,2,2787000,0.05
1938,47,South,2,AL,2,2787000,0.05
1938,48,South,2,AL,3,2787000,0.11
1938,49,South,2,AL,2,2787000,0.05
1938,50,South,2,AL,1,2787000,0.04
1938,51,South,2,AL,2,2787000,0.07
1938,52,South,2,AL,1,2787000,0.04
1939,1,South,2,AL,0,2814000,0
1939,2,South,2,AL,1,2814000,0.04
1939,3,South,2,AL,2,2814000,0.07
1939,4,South,2,AL,0,2814000,0
1939,5,South,2,AL,1,2814000,0.04
1939,6,South,2,AL,2,2814000,0.07
1939,7,South,2,AL,0,2814000,0
1939,8,South,2,AL,3,2814000,0.11
1939,9,South,2,AL,1,2814000,0.04
1939,10,South,2,AL,0,2814000,0
1939,11,South,2,AL,0,2814000,0
1939,12,South,2,AL,1,2814000,0.04
1939,13,South,2,AL,0,2814000,0
1939,14,South,2,AL,0,2814000,0
1939,15,South,2,AL,0,2814000,0
1939,16,South,2,AL,0,2814000,0
1939,17,South,2,AL,2,2814000,0.07
1939,18,South,2,AL,1,2814000,0.04
1939,19,South,2,AL,1,2814000,0.04
1939,20,South,2,AL,1,2814000,0.02
1939,21,South,2,AL,0,2814000,0
1939,22,South,2,AL,1,2814000,0.04
1939,23,South,2,AL,0,2814000,0
1939,24,South,2,AL,0,2814000,0
1939,25,South,2,AL,2,2814000,0.07
1939,26,South,2,AL,1,2814000,0.04
1939,27,South,2,AL,4,2814000,0.12
1939,28,South,2,AL,2,2814000,0.07
1939,29,South,2,AL,0,2814000,0
1939,30,South,2,AL,2,2814000,0.07
1939,31,South,2,AL,1,2814000,0.04
1939,32,South,2,AL,4,2814000,0.14
1939,33,South,2,AL,0,2814000,0
1939,34,South,2,AL,1,2814000,0.04
1939,35,South,2,AL,1,2814000,0.04
1939,36,South,2,AL,0,2814000,0
1939,37,South,2,AL,1,2814000,0.04
1939,39,South,2,AL,2,2814000,0.07
1939,40,South,2,AL,1,2814000,0.04
1939,41,South,2,AL,1,2814000,0.02
1939,42,South,2,AL,1,2814000,0.04
1939,43,South,2,AL,2,2814000,0.07
1939,44,South,2,AL,0,2814000,0
1939,45,South,2,AL,1,2814000,0.04
1939,46,South,2,AL,5,2814000,0.18
1939,47,South,2,AL,2,2814000,0.07
1939,48,South,2,AL,2,2814000,0.07
1939,49,South,2,AL,2,2814000,0.05
1939,50,South,2,AL,1,2814000,0.04
1939,51,South,2,AL,0,2814000,0
1939,52,South,2,AL,0,2814000,0
1940,1,South,2,AL,1,2845000,0.02
1940,2,South,2,AL,1,2845000,0.04
1940,4,South,2,AL,1,2845000,0.04
1940,5,South,2,AL,1,2845000,0.02
1940,6,South,2,AL,2,2845000,0.07
1940,7,South,2,AL,1,2845000,0.04
1940,8,South,2,AL,0,2845000,0
1940,9,South,2,AL,0,2845000,0
1940,10,South,2,AL,2,2845000,0.07
1940,11,South,2,AL,0,2845000,0
1940,12,South,2,AL,1,2845000,0.02
1940,13,South,2,AL,0,2845000,0
1940,14,South,2,AL,1,2845000,0.02
1940,15,South,2,AL,0,2845000,0
1940,16,South,2,AL,1,2845000,0.02
1940,17,South,2,AL,2,2845000,0.05
1940,19,South,2,AL,1,2845000,0.02
1940,20,South,2,AL,0,2845000,0
1940,21,South,2,AL,1,2845000,0.04
1940,22,South,2,AL,0,2845000,0
1940,23,South,2,AL,0,2845000,0
1940,24,South,2,AL,1,2845000,0.04
1940,25,South,2,AL,1,2845000,0.04
1940,26,South,2,AL,0,2845000,0
1940,27,South,2,AL,2,2845000,0.05
1940,28,South,2,AL,4,2845000,0.12
1940,29,South,2,AL,3,2845000,0.09
1940,30,South,2,AL,2,2845000,0.07
1940,31,South,2,AL,1,2845000,0.04
1940,32,South,2,AL,2,2845000,0.05
1940,33,South,2,AL,2,2845000,0.05
1940,34,South,2,AL,1,2845000,0.02
1940,35,South,2,AL,3,2845000,0.09
1940,36,South,2,AL,1,2845000,0.04
1940,37,South,2,AL,1,2845000,0.04
1940,38,South,2,AL,1,2845000,0.04
1940,40,South,2,AL,0,2845000,0
1940,41,South,2,AL,3,2845000,0.11
1940,42,South,2,AL,2,2845000,0.07
